Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
gemSpec_ePA_FdV;A_16440;ePA-Frontend des Versicherten: Weiterleiten von Daten - Information;Das ePA-Frontend des Versicherten MUSS sicherstellen, dass der Versicherte vor der Zustimmung zur Nutzung von aus der ePA ins FdV geladenen Daten durch Anwendungen oder Apps im oder außerhalb des Frontends in verständlicher Weise darüber informiert wird, welche Daten, wann und an wen weitergeleitet werden und zu welchem Zwecke die Anwendungen die Daten verarbeiten.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Datenschutz;Neutral
gemSpec_ePA_FdV;A_16441;ePA-Frontend des Versicherten: Weiterleiten von Daten - Nachvollziehbarkeit;Das ePA-Frontend des Versicherten MUSS sicherstellen, dass der Versicherte eine Weiterleitung der Daten im Nachhinein nachvollziehen kann (z.B. durch Protokollierung).;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Protokollierung;Neutral
gemSpec_ePA_FdV;A_16489-01;ePA-Frontend des Versicherten: TSL - Prüfung Integrität und Authentizität;Das ePA-Frontend des Versicherten MUSS die Integrität und Authentizität der heruntergeladenen TSL prüfen. Falls die Prüfung kein positives Ergebnis liefert, so MUSS die gerade heruntergeladene TSL verworfen werden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_16490-01;ePA-Frontend des Versicherten: TSL nicht verfügbar;"Das ePA-Frontend des Versicherten MUSS, falls keine nach A_16489 erfolgreich geprüfte TSL zur Verfügung steht oder das aktuelle Datum nach dem Datum nextUpdate der TSL liegt, den Vertrauensraum als ungültig betrachten und sicherstellen, dass alle Zertifikatsprüfungen für TI-Zertifikate mit ""ungültig"" bewertet werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_16973-01;ePA-Frontend des Versicherten: lokale Ausführung;"Das ePA-Frontend des Versicherten MUSS sicherstellen, dass alle
ePA-fachanwendungsspezifischen Anteile lokal auf dem Gerät des Versicherten ausgeführt werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_17625-01;ePA-Frontend des Versicherten: Keine Speicherung der PIN der eGK;Das ePA-Frontend des Versicherten DARF die PIN der eGK NICHT speichern.;DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_17660;ePA-Frontend des Versicherten: Schutzmaßnahmen gegen Schadsoftware aus Dokumenten;Das ePA-Frontend des Versicherten MUSS, wenn es Dokumentinhalte direkt anzeigt, Maßnahmen zum Schutz vor Schadsoftware in den Dokumenten umsetzen.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_17667-01;ePA-Frontend des Versicherten: Behandlung des Vertrauensankers;Das ePA-Frontend des Versicherten MUSS den aktuellen TI-Vertrauensanker (TSL-Signer-CA-Zertifikat) im Auslieferungszustand der Applikation integer und authentisch mit sich führen. Dabei MUSS der TI-Vertrauensanker fest mit dem Code des ePA-Frontend des Versicherten verbunden sein, d.h. eine Manipulation des TI-Vertrauensankers MUSS durch das ePA-Frontend des Versicherten erkannt werden. Das ePA-Frontend des Versicherten MUSS bei einem angekündigten Wechsel des TI-Vertrauensankers den neuen TI-Vertrauensanker zusätzlich zum aktuell gültigen Vertrauensanker mit sich führen. Das ePA-Frontend des Versicherten MUSS eindeutig identifizierte und während der Erstellung der Applikation mittels Fingerprint validierte TSL-Signer-CA-Zertifikate mit sich führen und ausschließlich diese als Vertrauensanker verwenden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_17732-01;ePA-Frontend des Versicherten: TSL - Truststore für Zertifikatsprüfung;Das ePA-Frontend des Versicherten MUSS die TSL auswerten, um aus den Inhalten einen Truststore für die durchzuführenden Zertifikatsprüfungen zu bilden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_17842-01;ePA-Frontend des Versicherten: Symmetrische Schlüssel für Akten- und Kontextschlüssel ermitteln;"Das ePA-Frontend des Versicherten MUSS zur Schlüsselableitung den in 
festgelegten Ablauf in der Rolle Client durchführen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_17843;ePA-Frontend des Versicherten: Akten- und Kontextschlüssel entschlüsseln;"Das ePA-Frontend des Versicherten MUSS beim Entschlüsseln des Akten- und Kontextschlüssel die bei der Schlüsselableitung mit SGD 1 und SGD 2 erhaltenen symmetrischen Schlüssel gemäß [gemSpec_SGD_ePA] und [gemSpec_Krypt] nutzen.


 Tabelle #: TAB_FdV_180 – Akten- und Kontextschlüssel entschlüsseln

[...]";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_17995-02;ePA-Frontend des Versicherten: AuthorizationKey erstellen - Akten- und Kontextschlüssel verschlüsseln;"Das ePA-Frontend des Versicherten MUSS beim Erstellen eines AuthorizationKeys den Akten- und Kontextschlüssel mit den von der Schlüsselableitung mit SGD 1 und SGD 2 erhaltenen symmetrischen Schlüssel gemäß [gemSpec_SGD_ePA] und
[gemSpec_Krypt] verschlüsseln.


 Tabelle #: TAB_FdV_179 – Akten- und Kontextschlüssel verschlüsseln

[...]";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_18071;ePA-Frontend des Versicherten: Beschränkung Einsatz Testtreiber-Modul;Das Frontend des Versicherten DARF ein Testtreiber-Modul NICHT enthalten.;DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Test;Neutral
gemSpec_ePA_FdV;A_18177-01;ePA-Frontend des Versicherten: Prüfung TI-Zertifikate (SGD-Zertifikate);"Das ePA-Frontend des Versicherten MUSS X.509-Zertifikate eines
Schlüsselgenerierungsdienstes der TI gemäß PL_TUC_PKI_VERIFY_CERTIFICATE prüfen.

PL_TUC_PKI_VERIFY_CERTIFICATE nutzen Eingangsdaten:

 * Zu prüfendes Zertifikat: vom SGD übermitteltes Zertifikat
 * EECertificateContainedInTSL: true
 * Referenzzeitpunkt: aktuelle Systemzeit  Rückgabedaten:

 * Gültigkeit zu Referenzzeitpunkt
 * Rolle des Zertifikates ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_18401;ePA-Frontend des Versicherten: Verarbeiten von ePA-Daten in zusätzlichen Funktionalitäten - Zustimmung;Das ePA-Frontend des Versicherten MUSS sicherstellen, dass der Nutzer dem Verarbeiten der ePA-Daten in zusätzlichen Funktionalitäten des ePA-Frontends des Versicherten bezüglich Umfang, Art und Dauer der Verarbeitung vor dem Zugriff der Zusatzfunktionen auf die ePA-Daten zustimmen muss.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Datenschutz;Neutral
gemSpec_ePA_FdV;A_18402;ePA-Frontend des Versicherten: Verarbeiten von ePA-Daten in zusätzlichen Funktionalitäten - Opt-In;Das ePA-Frontend des Versicherten MUSS sicherstellen, dass die Zustimmung zur Verarbeitung der ePA-Daten in zusätzlichen Funktionalitäten des ePA-Frontends des Versicherten optional (Opt-In) und jederzeit widerrufbar ist.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Datenschutz;Neutral
gemSpec_ePA_FdV;A_18767;Tracking-Funktionen – Keine Weitergabe von Sicherheitsmerkmalen;"Das ePA-Frontend des Versicherten MUSS sicherstellen, falls es
Tracking-Funktionen implementiert, dass in den übermittelten
Tracking-Informationen keine Sicherheitsmerkmale enthalten sind.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18768;Tracking-Funktionen – Verarbeitung und Auswertung der Tracking-Daten;Der Hersteller des ePA-Frontend des Versicherten MUSS die Verarbeitung und Auswertung der gesammelten Tracking-Daten des ePA-Frontends des Versicherten selbst durchführen und nicht von einem Drittanbieter durchführen lassen.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18769;Tracking-Funktionen – Keine direkt identifizierenden personenbezogenen Daten;"Das ePA-Frontend des Versicherten MUSS sicherstellen, falls es
Tracking-Funktionen nutzt, dass die Tracking-Daten keine Daten enthalten, die natürliche Personen direkt identifizieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18770;Tracking-Funktionen – Ohne Einwilligung des Nutzers;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen ohne Einwilligung des Versicherten nutzt, sicherstellen, dass die Tracking-Daten

 [...]";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18771;Tracking-Funktionen – Generierung von Nutzersession basierte Trackingmerkmale;Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen ohne Einwilligung des Versicherten nutzt, beim Start einer Nutzersession die Nutzersession-ID zufällig neu generieren.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18772;Tracking-Funktionen - Opt-in;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen, technisch sicherstellen, dass diese Tracking-Funktionen bei der Installation des FdV standardmäßig deaktiviert sind und nur nach expliziter Einwilligung durch den Versicherten als Nutzer des FdV aktiviert werden (Opt-in).";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18773;Tracking-Funktionen – Kopplungsverbot;"Das ePA-Frontend des Versicherten DARF, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpft, die
Nutzung des FdVs NICHT an die Aktivierung dieser Trackingfunktion koppeln. ";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18774;Tracking-Funktionen - Einwilligungsinformation des Nutzers;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen, den
Versicherten vor der Einwilligung in die Aktivierung dieser Tracking-Funktionen in verständlicher und leicht zugänglicher Form sowie in einer klaren und einfachen Sprache folgende Einwilligungsinformationen anzeigen:

 * welche Daten durch die Tracking-Funktionen erhoben werden,
 * zu welchen Zwecken die Daten erhoben werden,
 * welche Informationen durch die Auswertung der erhobenen Daten gewonnen werden und ob Rückschlüsse auf den Gesundheitszustand des Nutzers möglich wären,
 * wer die Empfänger der Daten sind,
 * wie lange die Daten gespeichert werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18775;Tracking-Funktionen – Aktivierung erst nach Lesebestätigung der Einwilligungsinformationen;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen,
sicherstellen, dass die Einwilligung des Nutzers in die Aktivierung der
Tracking-Funktionen erst erfolgt, wenn der Nutzer bestätigt, die angezeigten Einwilligungsinformationen gelesen zu haben.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18776;Tracking-Funktionen – Deaktivierung ist jederzeit möglich;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen, technisch sicherstellen, dass aktivierte Tracking-Funktionen jederzeit durch den Nutzer des FdVs deaktiviert werden können.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18777;Tracking-Funktionen – Neue Generierung der Pseudonyme ist jederzeit möglich;"Das ePA-Frontend des Versicherten SOLL, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen, technisch sicherstellen, dass eine neue Generierung der pseudonymen Identifier jederzeit durch den Nutzer des FdVs veranlasst werden kann.";SOLL;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_18778;Tracking-Funktionen – Verbot von mehrmaligen Einwilligungsabfragen;"Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen
implementiert, die Tracking-Daten mehrerer Nutzersessions verknüpfen, technisch sicherstellen, dass der Benutzer der App maximal einmal eine Abfrage zur Einwilligung des Trackings angezeigt bekommt.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_19061;Tracking-Funktionen – Nutzer Informieren;Das ePA-Frontend des Versicherten MUSS, falls es Tracking-Funktionen ohne Einwilligung des Versicherten nutzt, den Nutzer über das Tracking im ePA-FdV in verständlicher und leicht zugänglicher Form sowie in einer klaren und einfachen Sprache informieren, bevor die Trackingdaten erhoben werden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Tracking;Neutral
gemSpec_ePA_FdV;A_20066;ePA-Frontend des Versicherten: Vom Aktensystem durchgesetzte Zugriffsrechte der LEI auf ein einzelnes Dokument anzeigen;Das ePA-Frontend des Versicherten MUSS dem Nutzer anzeigen, in welcher Weise (z.B. nur Lesen, nur Schreiben, Lesen und Schreiben und Löschen) das Aktensystem für eine berechtigte LEI für ein konkretes Dokument den Zugriff ermöglicht.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;ePA
gemSpec_ePA_FdV;A_20211-02;ePA-Frontend des Versicherten für mobile Plattformen: Schutz von gespeicherten Authentisierungsmerkmalen;"Das ePA-Frontend des Versicherten DARF Authentisierungsmerkmale NICHT speichern, außer wenn

 * der Versicherte sich hierfür bewusst entscheidet (Opt-in),
 * die Speicherung des Authentisierungsmerkmals auf dem Endgerät gemäß den
Anforderungen O.Data_2 und O.Data_3  der BSI TR-03161 erfolgt,
 * auf das gespeicherte Authentisierungsmerkmal ausschließlich durch das
ePA-Frontend des Versicherten nach erfolgreicher Authentifizierung des
Versicherten über die Biometrie des Endgeräts oder die PIN bzw. das Passwort
des Endgerätes zugegriffen werden kann,
 * die biometrischen Sensoren des Endgerätes die Anforderungen O.Biom_x der
BSI TR-03161 mit Ausnahme der O.Biom_2 erfüllen,
 * die Forderung O.Biom_3 der BSI TR-03161 mit einer Allowlist umgesetzt wird
(d.h. eine Denylist ist nicht möglich) und
 * die Qualität und Eigenschaften des biometrischen Sensors die spezifischen
Anforderungen zur Biometrie des BSI-Dokumentes „Bewertung von
Authentisierungslösungen gemäß TR-03107“ für das Vertrauensniveau von
mindestens „substanziell“ erfüllen.  Die oben beschriebene Ausnahme vom Verbot
der Speicherung von Authentisierungsmerkmalen gilt nicht für die PIN der eGK,
die niemals gespeichert werden darf.";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Datenschutz;Neutral
gemSpec_ePA_FdV;A_20477;ePA-Frontend des Versicherten: Unterstützung der Umschlüsselungsfunktion;Das ePA-Frontend des Versicherten MUSS dem Nutzer eine Umschlüsselungsfunktion anbieten, die auf Wunsch des Versicherten einen Wechsel der Akten- und Kontextschlüssel sowie der SGD1- und SGD2-Schlüssel durch die Komponenten, die diese Schlüssel verwalten, einleitet. ;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_20479-06;ePA-Frontend des Versicherten: Umschlüsselung durchführen;"Das Frontend des Versicherten muss den Anwendungsfall ""Umschlüsselung"" für den
Versicherten umsetzen.

Name
Umschlüsselung

Auslöser
Aufruf des Anwendungsfalls in der GUI

Akteur
Versicherter

Vorbedingung
Es besteht eine Aktensession mit gültigen Session-Daten.
 Die Akte befindet sich im Zustand ""ACTIVATED"".

Nachbedingung

 [...]";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_20507-01;ePA-Frontend des Versicherten: Funktions-Timeout für Aufrufe an die Dokumentenverwaltung, die Autorisierungskomponente und die Schlüsselgenerierungsdienste SGD1 und SGD2;"Das ePA-Frontend des Versicherten MUSS während der Umschlüsselung bei allen Funktionsaufrufen an die Dokumentenverwaltung, die Autorisierungskomponente und die Schlüsselgenerierungsdienste nach Ablaufen der Timeout-Zeit von mindestens 60 Minuten die Umschlüsselung abbrechen und die MethodefinishKeyChange(FALSE)
bei der Komponente Dokumentenverwaltung aufrufen. ";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;ePA
gemSpec_ePA_FdV;A_20721;Weiterleiten von Daten an Krankenkassen erst nach Einwilligung;Das ePA-Frontend des Versicherten MUSS sicherstellen, dass Daten, die aus der ePA ins FdV geladen werden, nur an von Krankenkassen angebotene Anwendungen weitergeleitet werden, falls der Versicherte zuvor gegenüber der Krankenkasse in die Verarbeitung dieser Daten eingewilligt hat.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Datenschutz;Neutral
gemSpec_ePA_FdV;A_20722;ePA-Frontend des Versicherten: Dokumente löschen – Hinweis auf mögliche versorgungsrelevante Folgen;"Das ePA-Frontend des Versicherten MUSS dem Nutzer im Anwendungsfall ""Dokumente löschen"" vor dem Löschen von Dokumenten in der elektronischen Patientenakte auf die möglichen versorgungsrelevanten Folgen hinweisen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;ePA
gemSpec_ePA_FdV;A_20723;ePA-Frontend des Versicherten: Anzeige des Aktenzustandes KEY_CHANGE;"Das ePA-Frontend des Versicherten MUSS während der Umschlüsselung an der Oberfläche dem Nutzer anzeigen, dass die Akte im Zustand ""KEY_CHANGE"" ist.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;ePA
gemSpec_ePA_FdV;A_20724;ePA-Frontend des Versicherten: Verhindern aller sonstigen Aktivitäten während der Umschlüsselung;"Das ePA-Frontend des Versicherten SOLL während der Umschlüsselung alle
Aktivitäten verhindern, die nicht zum Umschlüsselungsprozess gehören.";SOLL;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;ePA
gemSpec_ePA_FdV;A_20725-01;ePA-Frontend des Versicherten: Abbruch der Umschlüsselung durch den Versicherten;Das ePA-Frontend des Versicherten MUSS während der Umschlüsselung dem Nutzer anbieten, die Umschlüsselung abzubrechen. Wenn der Nutzer die Umschlüsselung abbricht, dann sendet das FdV die NachrichtfinishKeyChange(FALSE) an die Dokumentenverwaltung. Die Dokumentenverwaltung ihrerseits sendet dann die NachrichtfinishKeyChange(FALSE) an die Komponente Autorisierung. ;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;ePA
gemSpec_ePA_FdV;A_20746;ePA-Frontend des Versicherten: Authentifizierung des Nutzers am ePA-FdV;Das ePA Frontend des Versicherten MUSS den Nutzer beim Starten des ePA Frontends des Versicherten am ePA Frontend des Versicherten authentisieren. ;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Nutzerzugang;Neutral
gemSpec_ePA_FdV;A_20747;ePA-Frontend des Versicherten: Hinweis auf Verwendung eines sicheren PINs/Passworts bei Erstnutzung;Das ePA Frontend des Versicherten MUSS den Versicherten bei Erstverwendung des ePA-Frontend des Versicherten darauf hinweisen, dass dieser bei Wahl einer PIN oder eines Passworts zur Freischaltung seines Endgerätes, die bzw. das auch zur Authentisierung am ePA-Frontend des Versicherten genutzt wird, eine sichere PIN bzw. ein sicheres Passwort nutzen sollte inkl. Hinweisen, wie eine sichere PIN bzw. ein sicheres Passwort zu wählen sind.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Nutzerzugang;Neutral
gemSpec_ePA_FdV;A_20968-02;Unterstützung der ePA-Anwendungsfälle im Hintergrundmodus bei der Umschlüsselung;"Das ePA-Frontend des Versicherten MUSS den Hintergrundmodus bei der
Umschlüsselung, soweit es das Betriebssystem zulässt, unterstützen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Betriebssystem;Neutral
gemSpec_ePA_FdV;A_20969;Notwendige Permissions für den Hintergrundmodus;Das ePA-Frontend des Versicherten MUSS die notwendigen Permissions besitzen, die für eine fehlerfreie Funktion im Hintergrundmodus notwendig sind.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Betriebssystem;Neutral
gemSpec_ePA_FdV;A_20970;Hinweis zur Arbeitsweise im Hintergrundmodus;Das ePA-Frontend des Versicherten MUSS den Nutzer vor dem Beginn längerer Aktionen darauf hinweisen, dass die Aktion im Hintergrund weiter läuft und die Anwendung während dieser Zeit nicht beendet oder deinstalliert und dass das Gerät während dieser Zeit nicht ausgeschaltet oder rebootet werden darf.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";User-Interface;Neutral
gemSpec_ePA_FdV;A_21128;Hinweis im FdV zur selbstständigen Sicherung der Protokolle bei Schließen der Akte;Falls das ePA-FdV dem Nutzer eine Funktion zum Schließen seiner Akte anbietet, MUSS das eA-FdV beim Schließen einer Akte über das ePA-FdV den Versicherten darauf hinweisen, seine Protokolldaten aus der Akte für eine weitere Verwendung selbstständig zu exportieren, da diese nach Schließen der Akte im Aktensystem nur noch eingeschränkt und nicht mehr vollständig für datenschutzrechtliche Auskünfte zur Verfügung stehen. Der Versicherte MUSS auf die Möglichkeit des signierten Exports der Protokolle hingewiesen werden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Protokollierung;ePA
gemSpec_ePA_FdV;A_21129;Revisionssicherer Export der Protokolle;"Das ePA-FdV MUSS dem Nutzer eine Funktion zum Export signierter Protokolldaten aus der Akte unter Nutzung der Operationen
I_Authentication_Insurant::getSignedAuditEvents (nur wenn der Nutzer der Kontoinhaber ist), I_Authorization_Management_Insurant:: getSignedAuditEvents und I_Account_Management_Insurant::getSignedAuditEvents bereitstellen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Protokollierung;ePA
gemSpec_ePA_FdV;A_21301;ePA-FdV für Desktop-Plattformen: Kein Ausführen von aktiven Inhalten bei der Anzeige;Das ePA-FdV DARF bei der Anzeige von Dokumenten aktive Elemente NICHT ausführen. ;DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_21343;ePA-FdV für Desktop-Plattformen: Ausführen von begutachtetem Code;Der Hersteller des ePA-FdV MUSS technisch sicherstellen, dass nur im Rahmen eines Produktgutachtens begutachteter Code ausgeführt wird oder Code-Änderungen nach Vorgaben der gematik durch den Hersteller des ePA-FdV als nicht zulassungsrelevant bewertet wurden.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Produktgutachten;Neutral
gemSpec_ePA_FdV;A_21344;ePA-FdV für Desktop-Plattformen: Code von Drittanbietern aus vertrauenswürdigen Quellen;Der Hersteller des ePA-FdV MUSS die Software-Komponenten des ePA-FdV, die nicht vom Hersteller des ePA-FdV selbst entwickelt oder zur Entwicklung beauftragt werden (z.B. TLS-Bibliotheken), aus bekannten und vertrauenswürdigen Quellen beziehen. ;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_21351;ePA-FdV für Desktop-Plattformen:  Sicherstellung der Authentifizierung  der Bezugsquelle bei Erstbezug;"Der Hersteller des ePA-FdV MUSS sicherstellen, dass der Versicherte bei
Erstbezug eines ePA-FdV die Authentizität der vertrauenswürdigen Bezugsquelle verifizieren kann.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_21352;ePA-FdV für Desktop-Plattformen: Technische Authentifizierung der Update-Bezugsquellen für die sichere Verteilung der ePA-FdV-Anwendung;"Das ePA-FdV MUSS sicherstellen, dass Updates nur von bekannten und
vertrauenswürdigen Quellen bezogen werden, nach dem die Authentizität der Quelle technisch erfolgreich verifiziert wurde.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_21354;ePA-FdV für Desktop-Plattformen: Schutz von gespeicherten Authentisierungsmerkmalen;"Das ePA-FdV für Desktop-Plattformen MUSS sicherstellen, dass
Authentisierungsmerkmale ausschließlich unter folgenden Bedingungen gespeichert werden:

 * der Versicherte entscheidet sich hierfür bewusst (Opt-in),
 * die Speicherung des Authentisierungsmerkmals auf dem Endgerät des
Versicherten erfolgt ausschließlich verschlüsselt,
 * auf das verschlüsselte gespeicherte Authentisierungsmerkmal kann
ausschließlich nach erfolgreicher Authentifizierung des Versicherten über ein Passwort bzw. eine Passphrase zugegriffen werden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
gemSpec_ePA_FdV;A_21355;ePA-FdV für Desktop-Plattformen: Zugriff auf den Geräteidentifikator durch Zusatzfunktionen;Das ePA-FdV DARF Zusatzfunktionen des FdV (d.h. kassenspezifische Dienste) NICHT auf den Geräteidentifikator (die von der Autorisierung übermittelte Zufallszahl bei der Gerätebindung) zugreifen lassen.;MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""CC-Evaluierung"" oder Produktgutachten";Sicherheit;Neutral
