Kontext;Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
eRp;gemRL_Betr_TI;GS-A_4090;Kommunikationssprache;"Alle TI-ITSM-Teilnehmer MÜSSEN sowohl schriftlich als auch mündlich in
deutscher Sprache kommunizieren. Dies gilt insbesondere für die gemäß GS-A_4085
festgelegten Kommunikationsschnittstellen und für alle Dokumentationen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4095;Übermittlung von Ad-hoc-Reports;"TI-ITSM-Teilnehmer MÜSSEN den vom Gesamtverantwortlichen TI angeforderten
Ad-hoc-Report über die benannte Kommunikationsschnittstelle (entsprechend
GS-A_4085) im geforderten Format (entsprechend GS-A_5248, GS-A_5249, GS-A_5608)
und Zeitfenster übermitteln.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4100;Messung der Service Level;"TI-ITSM-Teilnehmer MÜSSEN alle nicht durch das TI-ITSM-System gemessenen
Service Level gemäß [gemKPT_Betr] bzw. [gemSpec_Perf] messen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4114;Bereitstellung von TI-Konfigurationsdaten;"TI-ITSM-Teilnehmer MÜSSEN entsprechend ihrer Rolle (vgl.
[gemKPT_Betr#Tab_KPT_Betr_TI_002]) TI-Konfigurationsdaten mit dem
Gesamtverantwortlichen TI zu Beginn der Serviceerbringung initial abstimmen und
im TI-ITSM-System hinterlegen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4115;Datenänderung für TI-Konfigurationsdaten;"TI-ITSM-Teilnehmer MÜSSEN TI-Konfigurationsdaten über den gesamten Zeitraum der
Serviceerbringung aktuell halten und im TI-ITSM-System hinterlegen. ";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4117;Informationsbereitstellung durch TI-ITSM-Teilnehmer;"TI-ITSM-Teilnehmer KÖNNEN Produkt- bzw. Serviceinformationen, mögliche
Störungsursachen und Hinweise zu deren Behebung elektronisch an den
Gesamtverantwortlichen TI übermitteln und stets aktuell halten.";KANN;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4121;Analyse Auswirkungen möglicher Schadensereignisse auf Sicherheit und Funktion der TI-Services;"TI-ITSM-Teilnehmer MÜSSEN die Auswirkungen möglicher Schadensereignisse auf von
ihnen verantworteten TI-Services analysieren und bewerten. Die
Auswirkungsanalyse MUSS mit mindestens folgenden Vorgaben erstellt werden:

 * angenommener Ausfall einer tatsächlichen Funktionalität bzw. Eigenschaft
des Produkts (Notfallszenario),

 * Beschreibung der Auswirkung möglicher Wechselwirkung mit anderen Produkten
bzw. auf den TI-Service,

 * Risikobewertung des Notfallszenarios. ";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4123;Entwicklung und Pflege der TI-Notfallvorsorgedokumentation;"TI-ITSM-Teilnehmer MÜSSEN eine TI-Notfallvorsorgedokumentation, welche die
Ergebnisse der Auswirkungsanalyse sowie Vorkehrungen zur TI-Notfallvorsorge des
Serviceverantwortlichen enthält, entwickeln und pflegen. In der
TI-Notfallvorsorgedokumentation sind die Aktivitäten festgelegt, die bei
Eintritt eines TI-Notfalls durchzuführen sind.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4124;Umsetzung Vorkehrungen zur TI-Notfallvorsorge;"
TI-ITSM-Teilnehmer MÜSSEN die erarbeiteten Vorkehrungen zur TI-Notfallvorsorge
umsetzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4125;TI-Notfallerkennung;"TI-ITSM-Teilnehmer MÜSSEN potenzielle TI-Notfälle im operativen Betrieb im
Rahmen des Incident Managements feststellen. Potenzielle TI-Notfälle werden als
Incidents der Priorität 1 mit Kennzeichnung „TI-Notfall“ klassifiziert.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4126;Eskalation TI-Notfälle;"TI-ITSM-Teilnehmer MÜSSEN erkannte TI-Notfälle unverzüglich an den
Gesamtverantwortlichen TI eskalieren. Eine Meldung an den
Gesamtverantwortlichen TI MUSS im Sinne einer umgehenden und persönlichen
Benachrichtigung erfolgen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4127;Sofortmaßnahmen TI-Notfälle;"TI-ITSM-Teilnehmer, deren Dienste von einem TI-Notfall betroffen sind, MÜSSEN
entsprechende Maßnahmen einleiten, mit dem Ziel die Auswirkungen der
TI-Notfälle eigenständig zu reduzieren oder einzuschränken.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4128;Bewältigung der TI-Notfälle;"
TI-ITSM-Teilnehmer MÜSSEN vom EMC autorisierte TI-Notfallmaßnahmen zur Be
wältigung von TI-Notfällen im eigenen Verantwortungsbereich umsetzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4129;Unterstützung bei TI-Notfällen;"TI-ITSM-Teilnehmer MÜSSEN bei der Bewältigung sowie Koordination der
TI-Notfälle den Gesamtverantwortlichen TI oder andere TI-ITSM-Teilnehmer im
erforderlichen Umfang unterstützen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4130;Festlegung der Schnittstellen des EMC;"Prozessbeteiligte TI-ITSM-Teilnehmer MÜSSEN die vom Gesamtverantwortlichen TI
bereitgestellten Schnittstellen im Rahmen der Einberufung des EMC nutzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4132;Durchführung der Wiederherstellung und TI-Notfällen;"TI-ITSM-Teilnehmer MÜSSEN alle Aktivitäten, welche der Wiedererreichung und
Stabilisierung des Leistungsumfangs im eigenen Verantwortungsbereich dienen,
durchführen und dokumentieren.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4134;Auswertungen von TI-Notfällen;"TI-ITSM-Teilnehmer MÜSSEN nach Abschluss der TI-Notfallbewältigung den
TI-Notfall hinsichtlich seiner Ursache, Auswirkung, Dauer, Wahrscheinlichkeit
eines erneuten Eintritts und der Angemessenheit der ergriffenen Maßnahmen zur
TI-Notfallbewältigung auswerten. Die Auswertungsergebnisse sind zusammen mit
TI-Notfall-Logbuch und Wiederherstellungsbericht, an den Gesamtverantwortlichen
TI zu übergeben.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4136;Statusinformation bei TI-Notfällen;"TI-ITSM-Teilnehmer, die von einem TI-Notfall betroffen sind, MÜSSEN im Rahmen
der TI-Notfallbewältigung den Gesamtverantwortlichen TI ständig über den
aktuellen Status der Durchführung der TI-Notfallmaßnahmen informieren.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4137;Dokumentation im TI-Notfall-Logbuch;"
TI-ITSM-Teilnehmer MÜSSEN zu jedem TI-Notfall ein TI-Notfall-Logbuch erstellen.

TI-ITSM-Teilnehmer MÜSSEN im Rahmen der TI-Notfallbewältigung im eigenen
Verantwortungsbereich folgende Angaben im TI-Notfall-Logbuch dokumentieren:

 *
Zeit (Wann?)

 *
Verantwortung (Wer?)

 *
Durchführung (Was, Wie?)

 *
Ergebnis einer Maßnahme

TI-ITSM-Teilnehmer MÜSSEN dabei das TI-Notfall-Logbuch in den Phasen vom
Bekanntwerden des Notfalls bis zur Notfalldeeskalation ständig aktualisieren.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4138;Erstellung des Wiederherstellungsberichts nach TI-Notfällen;"
TI-ITSM-Teilnehmer MÜSSEN zu jeder Wiederherstellung in der
TI-Notfallbewältigung einen Wiederherstellungsbericht erstellen.

TI-ITSM-Teilnehmer MÜSSEN einen Wiederherstellungsbericht mit allen durchge
führten Aktionen und Änderungen sowie Angaben zu Erfolg und Misserfolg jeder
einzelnen Aktivität im eigenen Verantwortungsbereich, welche im Rahmen der Wie
derherstellung durchgeführt wurden, erstellen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4397;Teilnahme am Service Review;"
TI-ITSM-Teilnehmer MÜSSEN am Service Review teilnehmen und die bilateral ver
einbarten Optimierungsaktivitäten umsetzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4398;Prüfung auf genehmigungspflichtige Produktänderung;"Alle TI-ITSM-Teilnehmer MÜSSEN jeden festgestellten Produktänderungsbedarf
einer Prüfung gemäß der unten abgebildeten Tab_Betr_TIP_024 CHG – Vorprüfung
Produktänderungsbedarf unterziehen. Dabei ist - durch Feststellung der
Wechselwirkungen mit anderen Produkten sowie der Abweichung von
Produkttypvorgaben - zu prüfen, ob es sich um eine genehmigungspflichtige
Produktänderung handelt.

 Tabelle #: Tab_Betr_TIP_024 CHG – Vorprüfung. Produktänderungsbedarf

Change Typ
Wechselwirkungen mit anderen Produkten (an den Schnittstellen)
Abweichung von Produkttypvorgaben

lokal autorisiert
Nein
Nein

genehmigungspflichtig
Nein
Ja

genehmigungspflichtig
Ja
Nein

genehmigungspflichtig
Ja
Ja";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4399;Übermittlung von Produktdaten nach Abschluss von lokal autorisierten Produkt-Changes;"Alle TI-ITSM-Teilnehmer MÜSSEN nach dem Abschluss (nach der Produktivsetzung
des Produkt-Changes) von lokal autorisierten Produkt-Changes die geänderten
Produktdaten an das TI-ITSM-System übermitteln.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4400;Produkt-RfC (Master-Change) erstellen;"Alle TI-ITSM-Teilnehmer MÜSSEN für genehmigungspflichtige Produktänderungen
einen Produkt-RfC (Master-Change) im TI-ITSM-System erstellen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4402;Mitwirkungspflicht bei der Bewertung vom Produkt-RfC;"Alle betroffenen TI-ITSM-Teilnehmer MÜSSEN bei der Bewertung eines Produkt-RfC
mitwirken. Die Mitwirkung erfolgt innerhalb der Bewertungsphase im BCB oder
bilateral zwischen TI-ITSM-Teilnehmer und Gesamtverantwortlichen TI.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4407;Bereitstellung der Dokumentation des Change Managements für genehmigungspflichtige Produkt-Changes;"TI-ITSM-Teilnehmer MÜSSEN für jeden genehmigungspflichtigen Produkt-Change eine
Dokumentation der Aktivitäten und Nachweise im TI-ITSM-System ablegen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4417;Stetige Aktualisierung des Change-Datensatzes im TI-ITSM-System;"Realisierende TI-ITSM-Teilnehmer MÜSSEN die interne Dokumentation der Planungs-
und Realisierungsdaten von autorisierten Produkt-Changes stetig im
TI-ITSM-System aktuell halten.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4418;Übermittlung von Abweichungen vom Produkt-RfC;"TI-ITSM-Teilnehmer, die während der Umsetzung des autorisierten Produkt-Changes
Abweichungen zur Planung in Bezug auf zeitliche, inhaltliche und in der
Auswirkung im Produkt-RfC feststellen, MÜSSEN diese unverzüglich dem
Gesamtverantwortlichen TI melden.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4419;Nutzung der Testumgebung (RU/TU);"TI-ITSM-Teilnehmer MÜSSEN die Anforderungen und die geplante Belegung an die
Nutzung der Referenzumgebung (RU) und der Testumgebung (TU) für ihre
Produkttests mit dem Gesamtverantwortlichen TI abstimmen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4424;Umsetzung des Fallbackplans;"TI-ITSM-Teilnehmer MÜSSEN einen Fallbackplan nach den Vorgaben des
Gesamtverantwortlichen TI erstellen und – bei erkannter Notwendigkeit während
des Change Deployments – umsetzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4425;Übermittlung von Optimierungsmöglichkeiten zur Umsetzung von genehmigten Produkt-Changes;"TI-ITSM-Teilnehmer MÜSSEN mit erfolgtem Abschluss oder Abbruch des
Produkt-Changes eine Bewertung des Master-Changes durchführen und dabei
gegebenenfalls erkannte Potenziale für mögliche Optimierungen zukünftiger
Durchführungen von Produkt-Changes dem Gesamtverantwortlichen TI mitteilen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_4855-02;Auditierung von TI-ITSM-Teilnehmern;"TI-ITSM-Teilnehmer MÜSSEN Auditierungen durch Gesamtverantwortlichen TI zur
Überprüfung der Einhaltung von Betriebs- und Produktvorgaben ermöglichen und
angemessen unterstützen.
 Sofern ein TI-ITSM-Teilnehmer bereits gesetzlichen Vorgaben einer Auditierung
unterliegt, ihm also eine Prüfung durch eine in der gesetzlichen Vorgabe
benannte Instanz vorgeschrieben ist, unterliegt er nicht der Auditierung gemäß
dieser Anforderung. Der TI-ITSM-Teilnehmer MUSS die gesetzliche Vorgabe
gegenüber dem Gesamtverantwortlichen TI benennen. Fachdienste VSDM, KTR-AdV und
KTR-Consumer sind von dieser Anforderung ausgeschlossen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5248;Konventionen zur Struktur von Prozessdaten;"
 * Für CSV-Dateien gilt :
 TI-ITSM-Teilnehmer MÜSSEN die Struktur der CSV-Dateien für
Statusinformationen und Eskalationen sowie der Prozesskommunikation nach den
Vorgaben aus [RFC4180] und den nachfolgenden Konkretisierungen bauen:

 * In der ersten Zeile sind die Feldnamen (Header) und ab der zweiten Zeile
sind die zu übermittelnden Werte enthalten (Datensatz). Diese sind durch
Semikolon (ASCII-59) zu trennen.

 * Zeichensatzkodierung UTF-8 ohne ByteOrderMark liefern.

 * Sämtliche Feldinhalte innerhalb der CSV-Datei (d.h. die Inhalte der
Datensätze UND die Inhalte des Headers) sind in ASCII-34-Zeichen zu setzen
(Quoting).

 * Leere Felder müssen quotiert werden.

 * Innerhalb der Feldinhalte ist jedes ASCII-34-Zeichen durch ASCII-39-Zeichen
zu ersetzen.

 * Zeilendelimiter ist die Zeichenfolge ASCII-13-Zeichen (Carriage return),
ASCII-10-Zeichen (Line feed).

 * Comments sind nicht zugelassen.

 * Leere Zeilen sind nicht zugelassen.

 * Leerzeichen am Rand von Feldinhalten werden nicht ignoriert, d. h., sie
sind vom Sender zu entfernen, wenn sie nicht intendiert sind.

 * Ist in einem Feldinhalt kein Zeichen enthalten, wird das als NULL-Wert,
d. h. nicht gefüllter Feldwert interpretiert.

 * Tausendertrennzeichen DÜRFEN NICHT verwendet werden.

 * Der auf Grundlage von Basisfeldtypen (Tabelle 16: Tab_Betr_TIP_030
Basisfeldtypen von CSV-Dateien) festgelegte Wertebereich in Spalte „Typ“ muss
erfüllt werden.

 * Als Basis für Datums- und Zeitformate dient die ISO-Norm 8601.

 * Folgende Formate sind zu benutzen:

 * für Werte innerhalb der CSV-Datei: YYYY-MM-DDThh:mm:ss±hh

 * als Bestandteil eines Dateinamens: YYYYMMDDThhmmss±hh

 * Jede Datei darf im Rahmen der Prozesskommunikation nur einen Datensatz
enthalten. Reports dürfen mehrere Datensätze enthalten.

 * Für die Erfassung der Prozessdaten im Webportal werden die Konventionen im
entsprechenden Formular dargestellt.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5249;Reservierte Zeichen in den Prozessdaten;"TI-ITSM-Teilnehmer MÜSSEN die in Tab_Betr_TIP_049 reservierte Zeichen
Ersetzungstabelle benannten Zeichenketten in den [String] Basisfeldtypen der zu
übermittelnden Prozessdaten der Incident- und Problemdokumentationen vermeiden
und entsprechend ersetzen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5250;Ablehnung der Lösung eines übergreifenden Incidents;"Wird die Lösung eines Incidents durch den meldenden TI-ITSM-Teilnehmer
abgelehnt MUSS der serviceverantwortliche TI-ITSM-Teilnehmer den übergreifenden
Incident erneut bearbeiten, die Messung der Lösungszeit wird dann fortgesetzt.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5343;Definition inhaltlicher Auszüge aus dem Betriebshandbuch;"Die Auszüge aus dem Betriebshandbuch des TI-ITSM-Teilnehmers MÜSSEN
nachfolgende Themen beinhalten:

 * Einführung

 * Betriebliche Rolle und Identifikation

 * Version

 * Freigabe- und Prüfungsverantwortung

 * Ergänzende Dokumente soweit vorhanden

 * Dokumentenstand-Basis

 * Systemüberblick

 * Architektur

 * System

 * Komponenten

 * Aufnahme, Unterbrechung und Beendigung des Betriebes

 * Initiale Aufnahme des Betriebs (insbesondere Reihenfolge, Rahmenbedingungen)

 * (kontrollierte) Unterbrechung des Betriebs (Übergang in den Notbetrieb)

 * Wiederaufnahme des Normalbetriebs (Wiederherstellung des Normalbetriebs)

 * Beendigung des Betriebs (insbesondere Reihenfolge der Abschaltung,
Aufräumarbeiten)
 * Darstellung des lokalen ITSM (vor- und nachgelagerte Prozesse im Verhältnis
zu den übergreifenden ITSM-Prozessen)
 * Insbesondere sind hier die in diesen Richtlinien beschriebenen
ITSM-Prozesse in den internen Prozessabläufen des Anbieters kompakt
darzustellen.

 * Alle weiteren internen ITSM-Prozesse des Anbieters sind aufzulisten und
kurz zu beschreiben soweit diese für die Prozesse gemäß diesen Richtlinien
begleitend erforderlich sind.

 * Das Ziel der Darstellung ist die korrekte Verzahnung zwischen dem lokalen
ITSM und den übergreifenden ITSM-Prozessen.

 * Integration des lokalen ITSM in das übergreifende ITSM der TI
(übergreifende Prozesse)
 * Die Bedienung der in diesen Richtlinien beschriebenen TI-ITSM-Prozesse
durch den Anbieter ist ausführlich zu beschreiben.

 * Schnittstellen und Interaktionen zwischen den internen ITSM-Prozessen des
Anbieters und übergreifenden TI-ITSM-Prozessen sind zu dokumentieren.

 * Relevanter Teil des Servicekataloges

 * Nachweis zur Umsetzung der Anforderungen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5361;Durchführung von Emergency-Changes durch TI-ITSM-Teilnehmer bei Nichterreichbarkeit des Gesamtverantwortlichen TI;"TI-ITSM-Teilnehmer MÜSSEN bei Nichterreichbarkeit des Gesamtverantwortlichen TI
außerhalb der Servicezeit - und daraus resultierenden fehlenden Freigabe –
einen Emergency Change in eigenem Ermessen durchführen.
 TI-ITSM-Teilnehmer MÜSSEN dabei das Zutreffen aller drei folgenden
Bedingungen beachten:
 * Es handelt sich nach fachlich-fundierter Bewertung des TI-ITSM-Teilnehmers
um eine Notsituation, die nur durch einen Emergency-Change gelöst werden kann.

 * Der TI-ITSM-Teilnehmer wird nach erfolgter Umsetzung des Emergency-Changes
unverzüglich die Dokumentation im TI-ITSM-System erstellen und an den
Gesamtverantwortlichen TI übermitteln.

 * Es entstehen – soweit durch den TI-ITSM-Teilnehmer in dieser Situation
erkennbar – durch die Umsetzung des Emergency Changes keine finanziellen
Auswirkungen für den Gesamtverantwortlichen TI.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5366;Mitwirkungspflicht der TI-ITSM-Teilnehmer bei der Festsetzung von Standard-Produkt-Changes;"TI-ITSM-Teilnehmer MÜSSEN zur abschließenden Kategorisierung von
Produkt-Changes als „Standard-Change“ den Gesamtverantwortlichen TI
unterstützen, indem sie die zur Prüfung erforderlichen Inhalte auf Anforderung
an den Gesamtverantwortlichen TI liefern.
 TI-ITSM-Teilnehmer MÜSSEN für die zukünftige Umsetzung des Produkt-Changes
als „Standard-Change“ die zum jeweiligen Produkt-Change dazugehörigen
Umsetzungsaktivitäten dokumentieren und diese dem Gesamtverantwortlichen TI
übergeben.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5370;Prüfung auf Emergency Change;"Alle TI-ITSM-Teilnehmer MÜSSEN auf Grundlage der in Tabelle 12:
Tab_Betr_TIP_048 CHG – Kriterien für Emergency Changes genannten Kriterien
prüfen, ob die Notwendigkeit zur Durchführung eines Emergency Change besteht.

 Tabelle #: Tab_Betr_TIP_048 CHG – Kriterien für Emergency Changes

Definition Kriterien
EMERGENCY
 CHANGE


 * kritische Situation, Incident klassifiziert mit „Priorität 1“, gemäß
Tab_Betr_TIP_009 INC – Prioritätenmatrix und eingeschränkte Testmöglichkeiten
für die hier einsetzbare Lösung

 * Incident, kategorisiert als „TI-Notfall“

 * vom Gesamtverantwortlichen TI und/oder EMC bestätigter TI-Notfall

 * Fehlgeschlagener Produkt-Change; der nicht mit üblichen Mitteln
zurückgenommen werden kann, d. h. unzureichende Fallback-Möglichkeiten und/oder
mögliche Auswirkungen auf andere TI-Services

 * Unmittelbare Notwendigkeit, einen kritischen Sicherheitsvorfall durch
Einsatz eines „Emergency Security Patches“ zu beseitigen";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5377;Durchführung einer Problemstornierung;"Der serviceverantwortliche TI-ITSM-Teilnehmer KANN ein Problem stornieren,
falls einer der folgenden Aspekte zutrifft:

 * die ursächliche Störung, der bekannte Fehler oder die bekannte Ursache hat
sich nachvollziehbar und dokumentiert erledigt;  ODER

 * das Ticket wurde irrtümlich angelegt. ";KANN;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5378;Durchführung von Emergency-Changes durch TI-ITSM-Teilnehmer;"TI-ITSM-Teilnehmer MÜSSEN bei der Umsetzung eines Emergency-Changes die
zeitliche Kritikalität beachten, d. h., die eingetretene Notsituation
schnellstmöglich beseitigen und bei der Umsetzung den Anweisungen (Freigabe,
Ablehnung, Testanforderungen, Dokumentation) des Gesamtverantwortlichen TI
folgen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5400;Prüfung der Lösung durch den Melder eines übergreifenden Incidents;"Der meldende TI-ITSM-Teilnehmer MUSS die ihm vorgelegte Lösung des
übergreifenden Incidents prüfen und sein Ergebnis dem serviceverantwortlichen
TI-ITSM-Teilnehmer innerhalb der Verifikationsfrist (entsprechend
[gemKPT_Betr#TIP1-A_7265-03]) über das TI-ITSM-System mitteilen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5401-01;Verschlüsselte E-Mail-Kommunikation;"Der Informationsaustausch per E-Mail zwischen allen TI-ITSM-Teilnehmern MUSS
verschlüsselt nach dem Stand der Technik erfolgen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5402;Eigenverantwortliches Handeln bei Ausfall von Kommunikationsschnittstellen;"Bei Ausfall des TI-ITSM-Systems oder anderer Kommunikationsschnittstellen MUSS
die Kommunikation durch die TI-ITSM-Teilnehmer eigenverantwortlich
untereinander sichergestellt werden. Vorgänge müssen im TI-ITSM-System
nachdokumentiert werden.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5449;Typisierung eines übergreifenden Incidents als „sicherheitsrelevant“;"TI-ITSM-Teilnehmer MÜSSEN einen Vorgang als „sicherheitsrelevant“ markieren,
wenn die Vertraulichkeit bzw. Integrität eines schutzbedürftigen
Informationsobjektes gefährdet ist.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5450;Typisierung eines übergreifenden Incidents als „datenschutzrelevant“;"TI-ITSM-Teilnehmer MÜSSEN eine Störung als „datenschutzrelevant“ markieren,
wenn personenbezogene Daten gemäß Art. 4 Nr. 1 DSGVO betroffen sind.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5587;Ablehnung der Lösungsunterstützung bei einem übergreifenden Incident;"TI-ITSM-Teilnehmer, die die Lösungsunterstützung eines übergreifenden Incidents
ablehnen, MÜSSEN dies mit einer qualifizierten Rückmeldung an den anfragenden
TI-ITSM-Teilnehmer durchführen, aus der nachvollziehbar zu entnehmen ist, warum
keine Lösungsunterstützung möglich ist.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5588;Abbruch der Problembearbeitung;"Der serviceverantwortliche TI-ITSM-Teilnehmer KANN die Problembearbeitung mit
Zustimmung des Gesamtverantwortlichen TI abbrechen, falls die Auswirkungen des
Problems und der Aufwand zu deren Behebung in keinem wirtschaftlichen oder
sicherheitsrelevanten Verhältnis zueinander stehen.";KANN;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5589;Prüfung auf Verantwortung zur Lösungsunterstützung;"TI-ITSM-Teilnehmer MÜSSEN jede an sie gerichtete Anfrage zur
Lösungsunterstützung eines übergreifenden Problems dahingehend prüfen, ob sie
zur Lösungsunterstützung gemäß Betriebskonzept verpflichtet sind.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5590;Nutzung Business-Servicekatalog bei der Erfassung von Service Requests;"TI-ITSM-Teilnehmer MÜSSEN den im TI-ITSM-System veröffentlichten
Business-Servicekatalog bei der Erfassung von Service Requests nutzen und alle
geforderten Informationen laut der dort genannten Servicebeschreibung dem
Service Request beifügen.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
eRp;gemRL_Betr_TI;GS-A_5591;Verifikation des Service Requests;"TI-ITSM-Teilnehmer MÜSSEN die Verifikation eines ausgeführten Services gemäß
der im Servicekatalog beschriebenen Angaben durchführen und das Ergebnis im
TI-ITSM-System dokumentieren.";MUSS;"Festlegungen zur betrieblichen Eignung ""Anbietererklärung""";;unknown
